time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-26T13:59:34.070Z,-23.219,-67.1626,225.61,4.6,mb,,96,1.721,0.51,us,usb000s69i,2014-08-29T05:42:42.093Z,"113km ESE of San Pedro de Atacama, Chile",earthquake
2014-08-26T12:14:59.000Z,-8.8241,124.2055,108.69,4.8,mb,,64,0.927,1.4,us,usb000s696,2014-08-29T05:42:50.493Z,"75km NNW of Kefamenanu, Indonesia",earthquake
2014-08-26T09:30:12.630Z,-15.2322,-173.1501,10,5.6,mb,,48,1.869,1.28,us,usb000s67l,2014-09-04T15:53:42.000Z,"102km NE of Hihifo, Tonga",earthquake
2014-08-26T01:26:08.390Z,64.6653,-17.4995,5,5.7,mwp,,98,1.646,1.05,us,usb000s65z,2014-09-04T15:53:41.000Z,"116km SSE of Akureyri, Iceland",earthquake
2014-08-25T22:54:46.730Z,67.7027,142.5266,13.37,4.9,mb,,36,7.879,0.96,us,usb000s657,2014-08-26T00:13:15.452Z,"130km WSW of Druzhina, Russia",earthquake
2014-08-25T22:48:10.820Z,-20.6319,-177.2443,203.56,4.5,mb,,151,5.291,1.23,us,usb000s656,2014-08-26T00:16:42.325Z,"151km E of Ndoi Island, Fiji",earthquake
2014-08-25T21:32:10.930Z,67.8713,142.018,15.03,4.5,mb,,67,7.845,1.07,us,usb000s63i,2014-08-25T22:14:06.098Z,"142km WSW of Druzhina, Russia",earthquake
2014-08-25T16:19:04.480Z,64.4491,-17.8233,10.34,4.9,mb,,92,1.54,0.59,us,usb000s61f,2014-08-25T21:28:23.311Z,"128km W of Hofn, Iceland",earthquake
2014-08-25T14:31:36.720Z,-16.1982,-73.2015,59.13,5.7,mwb,,59,3.482,0.67,us,usb000s60y,2014-09-04T15:53:39.000Z,"70km NW of Camana, Peru",earthquake
2014-08-25T14:14:31.850Z,7.3612,126.6709,72.86,4.7,mb,,93,1.121,1.07,us,usb000s60w,2014-08-25T19:38:18.820Z,"11km ENE of Caraga, Philippines",earthquake
2014-08-25T11:56:43.280Z,-15.2513,-173.6446,10,4.7,mb,,84,2.246,0.75,us,usb000s60h,2014-08-25T13:13:41.751Z,"78km N of Hihifo, Tonga",earthquake
2014-08-25T07:31:43.140Z,29.8502,129.9061,105.88,4.7,mb,,73,3.368,0.63,us,usb000s5zz,2014-08-25T13:55:18.623Z,"143km SW of Nishinoomote, Japan",earthquake
2014-08-25T06:01:36.000Z,32.586,47.7833,10,4.8,mb,,123,6.891,1.11,us,usb000s5zv,2014-08-25T14:30:46.978Z,"49km ESE of Dehloran, Iran",earthquake
2014-08-25T01:42:42.630Z,-55.9483,-28.0078,103.8,5,mb,,59,5.145,0.82,us,usb000s5yn,2014-08-25T02:09:27.948Z,"97km NNW of Visokoi Island, ",earthquake
2014-08-25T00:04:15.740Z,-5.0101,151.4868,104.12,4.7,mb,,66,1.057,0.66,us,usb000s5xv,2014-08-25T00:32:26.398Z,"112km SW of Kokopo, Papua New Guinea",earthquake
2014-08-24T23:21:45.980Z,-14.5864,-73.5777,101,6.9,mww,,23,4.095,1.32,us,usb000s5x1,2014-09-04T15:53:38.000Z,"43km ENE of Tambo, Peru",earthquake
2014-08-24T21:45:44.290Z,46.4452,152.3556,76.37,4.6,mb,,134,6.619,0.87,us,usb000s5wm,2014-08-24T23:58:02.752Z,"Kuril Islands",earthquake
2014-08-24T20:39:13.590Z,64.5866,-17.3138,6.01,5.3,mb,,77,1.733,1.17,us,usb000s5wd,2014-08-27T22:16:00.000Z,"108km WNW of Hofn, Iceland",earthquake
2014-08-24T20:21:29.160Z,-55.3868,-28.5415,49.33,5.4,mb,,67,4.725,1.24,us,usb000s5w9,2014-08-24T23:50:48.425Z,"168km NNW of Visokoi Island, ",earthquake
2014-08-24T19:43:31.190Z,37.6685,30.593,10,5.2,mb,,43,0.186,1.07,us,usb000s5w4,2014-08-27T21:43:17.000Z,"5km ENE of Aglasun, Turkey",earthquake
2014-08-24T19:01:59.240Z,51.6226,177.0943,70.34,4.5,mb,,186,1.4,1.08,us,usb000s5vx,2014-08-25T00:08:15.186Z,"63km SSW of Kiska Volcano, Alaska",earthquake
2014-08-24T15:00:13.100Z,64.5055,-17.5005,8.78,4.8,mb,,73,1.666,0.55,us,usb000s5v5,2014-08-24T19:10:02.169Z,"114km WNW of Hofn, Iceland",earthquake
2014-08-24T14:39:59.190Z,-20.8338,-68.9879,114.22,4.6,mb,,71,0.511,0.87,us,usb000s5uy,2014-08-24T16:29:31.796Z,"138km ESE of Iquique, Chile",earthquake
2014-08-24T11:15:50.480Z,-5.5236,147.0757,198.88,4.7,mb,,75,3.856,1.18,us,usb000s5u6,2014-08-25T11:42:48.168Z,"132km N of Lae, Papua New Guinea",earthquake
2014-08-24T10:20:44.000Z,38.2202,-122.3128,11.3,6,Mw,146,28.8,0.03593261,0.16,nc,nc72282711,2014-09-05T06:20:25.154Z,"6km NW of American Canyon, California",earthquake
2014-08-24T09:20:27.960Z,-22.8235,179.5558,594.64,4.5,mb,,90,5.245,0.68,us,usb000s5th,2014-08-25T11:35:23.616Z,"300km SW of Ndoi Island, Fiji",earthquake
2014-08-24T09:04:03.700Z,27.4259,142.7984,36.21,4.5,mb,,126,0.637,0.65,us,usb000s5tg,2014-08-24T09:27:15.000Z,"68km ENE of Chichi-shima, Japan",earthquake
2014-08-24T08:26:51.430Z,36.0026,139.8243,82.22,4.7,mb,,116,1.417,0.73,us,usb000s5tb,2014-08-25T06:17:39.228Z,"7km ENE of Kasukabe, Japan",earthquake
2014-08-24T05:33:45.830Z,64.4886,-17.8581,10,4.9,mb,,76,1.517,1.09,us,usb000s5t3,2014-08-24T05:50:46.566Z,"130km WNW of Hofn, Iceland",earthquake
2014-08-24T04:29:27.990Z,-6.8939,129.6723,165.74,4.5,mb,,86,1.942,1.33,us,usb000s5sy,2014-08-24T04:48:36.280Z,"215km WNW of Saumlaki, Indonesia",earthquake
2014-08-24T03:18:41.430Z,-33.1511,-72.0822,16.2,4.5,mb,,143,0.799,0.68,us,usb000s5se,2014-08-25T11:33:13.257Z,"44km WSW of Valparaiso, Chile",earthquake
2014-08-24T02:44:51.430Z,32.5197,47.8413,10,5.2,mb,,40,6.973,0.89,us,usb000s5sb,2014-08-24T03:33:56.566Z,"52km NW of Shush, Iran",earthquake
2014-08-24T00:09:53.680Z,64.6856,-17.3507,5.41,5.3,mb,,44,6.082,0.69,us,usb000s5s0,2014-08-24T08:12:33.514Z,"113km WNW of Hofn, Iceland",earthquake
2014-08-23T23:40:27.230Z,-6.8298,155.0862,35,4.7,mb,,118,8.253,1.27,us,usb000s5ru,2014-08-24T07:43:07.096Z,"71km SW of Panguna, Papua New Guinea",earthquake
2014-08-23T22:32:23.630Z,-32.7049,-71.3967,35,6.4,mww,,30,0.419,0.9,us,usb000s5rc,2014-09-04T15:53:35.000Z,"18km WNW of Hacienda La Calera, Chile",earthquake
2014-08-23T20:05:17.930Z,32.6965,47.7892,10.25,5.4,mb,,40,6.801,0.83,us,usb000s5qt,2014-08-24T08:35:26.612Z,"47km SE of Abdanan, Iran",earthquake
2014-08-23T19:58:43.920Z,8.4275,93.4486,85.8,4.7,mb,,59,3.282,0.83,us,usb000s5qq,2014-08-24T04:01:29.967Z,"52km NNE of Mohean, India",earthquake
2014-08-23T19:54:02.390Z,0.9798,97.0418,10,4.6,mb,,183,0.623,1.2,us,usb000s5qn,2014-08-24T03:56:55.176Z,"181km SSE of Sinabang, Indonesia",earthquake
2014-08-23T19:31:56.660Z,0.8917,97.1081,10,4.6,mb,,148,0.621,0.84,us,usb000s5qh,2014-08-24T03:34:34.549Z,"193km SSE of Sinabang, Indonesia",earthquake
2014-08-23T19:22:52.300Z,0.9509,97.0382,10,4.6,mb,,197,0.641,1.05,us,usb000s5qf,2014-08-24T03:25:31.797Z,"184km SSE of Sinabang, Indonesia",earthquake
2014-08-23T18:33:06.630Z,64.794,-17.3593,5,4.7,mb,,91,1.7,0.69,us,usb000s5q5,2014-08-26T17:04:13.315Z,"104km SSE of Akureyri, Iceland",earthquake
2014-08-23T18:01:55.830Z,27.4731,142.9894,26.4,4.6,mb,,144,0.809,0.49,us,usb000s5q7,2014-08-26T16:30:51.509Z,"87km ENE of Chichi-shima, Japan",earthquake
2014-08-23T09:02:35.250Z,3.8135,126.993,35,4.5,mb,,115,3.044,0.8,us,usb000s5mx,2014-08-23T17:05:04.901Z,"244km SE of Sarangani, Philippines",earthquake
2014-08-23T04:45:33.940Z,-20.1672,-69.1106,97.81,5.7,mb,,53,0.047,1.05,us,usb000s5lt,2014-09-04T15:53:34.000Z,"108km E of Iquique, Chile",earthquake
2014-08-22T21:49:21.560Z,2.6039,93.726,29.15,4.5,mb,,108,4.058,1.19,us,usb000s5i5,2014-08-23T05:52:04.171Z,"295km W of Sinabang, Indonesia",earthquake
2014-08-22T20:06:05.010Z,33.8104,45.7544,19.21,5.4,mb,,47,4.994,0.97,us,usb000s5h3,2014-08-23T21:20:25.701Z,"19km ENE of Mandali, Iraq",earthquake
2014-08-22T18:36:00.910Z,-7.2277,129.5206,149.48,4.6,mb,,45,1.915,1.23,us,usb000s5fh,2014-08-23T21:01:14.400Z,"213km WNW of Saumlaki, Indonesia",earthquake
2014-08-22T17:55:59.170Z,33.5487,45.7292,10,4.7,mb,,51,5.223,0.9,us,usb000s5fb,2014-08-23T20:51:27.578Z,"27km SE of Mandali, Iraq",earthquake
2014-08-22T17:39:26.010Z,-7.3846,154.4795,50.6,5.1,mb,,56,3.92,1.09,us,usb000s5f5,2014-08-23T20:41:36.147Z,"162km SW of Panguna, Papua New Guinea",earthquake
2014-08-22T14:29:50.840Z,-6.5418,146.7666,10.07,5.5,mb,,18,2.87,0.78,us,usb000s5dr,2014-09-04T15:53:33.000Z,"31km NW of Lae, Papua New Guinea",earthquake
2014-08-22T10:39:59.810Z,32.6764,47.6767,10,4.9,mb,,46,6.767,1.19,us,usb000s5a4,2014-08-22T18:45:02.172Z,"38km E of Dehloran, Iran",earthquake
2014-08-22T08:45:29.050Z,56.1296,162.4941,36.88,4.7,mb,,68,4.114,1.2,us,usb000s59m,2014-08-22T16:48:23.439Z,"10km S of Ust'-Kamchatsk Staryy, Russia",earthquake
2014-08-22T04:27:54.780Z,39.9151,23.4427,10,5.1,mb,,27,0.755,0.95,us,usb000s57w,2014-08-27T06:33:51.851Z,"13km SSW of Polikhronon, Greece",earthquake
2014-08-22T02:07:07.990Z,12.639,-88.2194,70.89,4.9,mb,,128,1.16,1.44,us,usb000s57a,2014-08-22T20:30:56.805Z,"64km S of Chirilagua, El Salvador",earthquake
2014-08-21T23:50:22.460Z,64.5751,-17.4639,5,4.8,mb,,46,1.671,0.87,us,usb000s569,2014-08-22T17:09:37.967Z,"114km WNW of Hofn, Iceland",earthquake
2014-08-21T23:14:46.760Z,-26.4749,27.7395,10,4.6,mb,,82,2.418,0.74,us,usb000s561,2014-08-22T23:45:27.476Z,"12km W of Orange Farm, South Africa",earthquake
2014-08-21T21:44:58.700Z,1.1442,121.4146,42.3,4.8,mb,,74,2.56,0.73,us,usb000s554,2014-08-22T05:58:53.192Z,"2km N of Lamadong, Indonesia",earthquake
2014-08-21T16:00:54.090Z,-16.0242,-177.9615,35.42,4.5,mb,,133,4.181,0.64,us,usb000s516,2014-08-22T14:49:54.104Z,"192km S of Sigave, Wallis and Futuna",earthquake
2014-08-21T12:27:40.790Z,2.9828,125.9876,119.7,4.8,mb,,46,2.592,1.2,us,usb000s4xz,2014-08-21T20:30:20.399Z,"192km NNE of Bitung, Indonesia",earthquake
2014-08-21T10:39:45.720Z,-21.0347,-178.7137,528.78,4.5,mb,,79,4.474,0.89,us,usb000s4xf,2014-08-21T18:42:12.918Z,"42km S of Ndoi Island, Fiji",earthquake
2014-08-21T09:01:00.460Z,-17.6985,-172.9826,10,5,mb,,79,21.148,1.41,us,usb000s4vh,2014-08-21T17:03:42.999Z,"149km NE of Neiafu, Tonga",earthquake
2014-08-21T08:11:19.260Z,32.4232,76.4716,10,4.9,mb,,56,2.955,1.04,us,usb000s4v3,2014-08-22T06:49:11.407Z,"24km NE of Dharmsala, India",earthquake
2014-08-21T08:09:55.380Z,-2.7212,-77.8648,90.42,4.5,mb,,142,2.996,1.06,us,usb000s4v5,2014-08-21T16:12:37.803Z,"43km SE of Sucua, Ecuador",earthquake
2014-08-21T06:34:26.610Z,48.5923,155.3289,31.87,4.6,mb,,133,4.764,0.68,us,usb000s4te,2014-08-21T14:37:05.219Z,"239km SSW of Severo-Kuril'sk, Russia",earthquake
2014-08-21T06:22:29.060Z,-21.6036,-179.1838,586.58,4.5,mb,,58,4.638,0.72,us,usb000s4t9,2014-08-21T14:25:08.765Z,"116km SSW of Ndoi Island, Fiji",earthquake
2014-08-21T02:11:32.470Z,-5.2214,150.6521,12.34,5.8,mwp,,22,1.821,1.18,us,usb000s4s2,2014-09-04T15:53:32.000Z,"67km ENE of Kimbe, Papua New Guinea",earthquake
2014-08-20T23:18:20.300Z,-59.0955,-17.1211,10,5.1,mb,,76,11.669,0.49,us,usb000s4rb,2014-09-04T15:53:30.000Z,"East of the South Sandwich Islands",earthquake
2014-08-20T21:24:38.010Z,-11.7966,165.1427,10,4.8,mb,,112,5.618,0.48,us,usb000s4qj,2014-08-21T05:27:10.975Z,"141km SSW of Lata, Solomon Islands",earthquake
2014-08-20T20:21:49.320Z,52.4223,175.3648,10,5,mb,,97,0.829,0.93,us,usb000s4ph,2014-09-01T22:03:19.384Z,"38km W of Buldir Island, Alaska",earthquake
2014-08-20T20:12:37.920Z,52.5211,175.397,4.28,5.4,mb,,29,0.816,0.83,us,usb000s4pb,2014-09-04T15:53:29.000Z,"40km WNW of Buldir Island, Alaska",earthquake
2014-08-20T20:01:02.990Z,-5.6008,150.921,7.49,4.5,mb,,138,1.869,0.72,us,usb000s4nz,2014-08-21T04:03:35.816Z,"86km E of Kimbe, Papua New Guinea",earthquake
2014-08-20T19:38:24.730Z,33.2117,138.1088,306.46,5.3,mb,,20,1.433,0.73,us,usb000s4nk,2014-08-21T03:40:56.948Z,"154km S of Oyama, Japan",earthquake
2014-08-20T10:14:15.690Z,32.6405,47.8051,10,5.7,mwp,,43,6.855,0.8,us,usb000s4if,2014-09-04T15:53:28.000Z,"50km E of Dehloran, Iran",earthquake
2014-08-20T01:11:41.830Z,-3.8071,137.64,60.4,4.9,mb,,126,5.453,1.17,us,usb000s4gh,2014-08-20T09:14:22.612Z,"143km E of Enarotali, Indonesia",earthquake
2014-08-20T00:30:51.760Z,50.8952,173.3084,9.92,4.5,mb,,136,1.903,0.99,us,usb000s4ga,2014-09-01T22:02:43.995Z,"211km SSW of Shemya Island, Alaska",earthquake
2014-08-19T23:37:30.200Z,0.4315,146.2832,14.95,4.6,mb,,89,14.624,1.15,us,usb000s4ft,2014-08-20T07:40:09.523Z,"292km NNW of Lorengau, Papua New Guinea",earthquake
2014-08-19T23:12:52.950Z,-20.7534,-70.6742,19.07,4.6,mb,,140,0.498,0.99,us,usb000s4fd,2014-08-20T16:13:17.000Z,"80km SW of Iquique, Chile",earthquake
2014-08-19T22:42:33.220Z,-14.8747,66.2944,10,4.8,mb,,60,18.696,0.69,us,usb000s4fj,2014-08-20T06:45:35.102Z,"Mid-Indian Ridge",earthquake
2014-08-19T21:32:17.870Z,32.8241,47.5958,10,5.3,mb,,40,9.173,1.05,us,usb000s4e8,2014-08-20T05:34:56.334Z,"24km SE of Abdanan, Iran",earthquake
2014-08-19T20:28:07.220Z,-3.2908,139.8128,29.95,4.7,mb,,47,9.495,1.39,us,usb000s4dm,2014-08-20T15:45:22.434Z,"112km SW of Abepura, Indonesia",earthquake
2014-08-19T18:19:57.600Z,-52.9107,9.7996,11.07,5.1,mb,,70,22.011,1.06,us,usb000s4bw,2014-08-20T14:30:16.827Z,"Southwest of Africa",earthquake
2014-08-19T17:59:11.300Z,32.5521,47.6472,10.92,4.5,mb,,94,9.45,0.74,us,usb000s4bf,2014-08-20T14:16:48.177Z,"38km ESE of Dehloran, Iran",earthquake
2014-08-19T17:12:20.630Z,5.5628,126.3845,60.08,5,mb,,58,1.697,0.84,us,usb000s4as,2014-08-20T13:30:44.012Z,"91km ESE of Caburan, Philippines",earthquake
2014-08-19T15:38:17.890Z,-22.0549,-179.4757,606.46,5.2,mb,,26,4.877,0.71,us,usd000477j,2014-08-26T13:42:16.057Z,"175km SSW of Ndoi Island, Fiji",earthquake
2014-08-19T13:43:31.860Z,-5.0962,152.7695,58.68,4.7,mb,,70,1.083,0.67,us,usb000s46s,2014-08-19T21:46:23.766Z,"75km SSW of Taron, Papua New Guinea",earthquake
2014-08-19T13:38:23.760Z,36.9349,-5.5504,16.81,4.5,mb,,51,0.253,0.59,us,usb000s46p,2014-08-19T21:40:54.476Z,"1km NNW of Puerto Serrano, Spain",earthquake
2014-08-19T13:26:23.360Z,42.9496,145.6344,43.92,5.1,mb,,131,2.056,0.64,us,usb000s46j,2014-08-19T21:28:53.871Z,"41km S of Nemuro, Japan",earthquake
2014-08-19T10:32:52.660Z,32.5211,47.6949,10,4.7,mb,,123,10.085,0.89,us,usb000s45j,2014-08-19T18:35:23.893Z,"44km ESE of Dehloran, Iran",earthquake
2014-08-19T08:25:48.290Z,-4.8332,150.8119,24.82,4.9,mb,,75,1.491,0.85,us,usb000s44j,2014-08-19T16:29:10.801Z,"108km NE of Kimbe, Papua New Guinea",earthquake
2014-08-19T08:05:07.180Z,-15.4843,167.5061,157.7,4.6,mb,,56,6.628,1.02,us,usb000s437,2014-08-20T13:53:23.281Z,"36km E of Luganville, Vanuatu",earthquake
2014-08-19T06:06:26.510Z,6.7768,-73.0626,158.98,4.6,mb,,83,0.844,0.96,us,usb000s421,2014-08-19T14:09:02.510Z,"10km NNW of Aratoca, Colombia",earthquake
2014-08-18T21:44:28.300Z,32.707,47.556,8.9,4.8,mb,,,,0.74,us,usb000s3xb,2014-09-04T03:46:52.384Z,"27km E of Dehloran, Iran",earthquake
2014-08-18T21:07:03.150Z,51.7087,178.4847,73.65,4.5,mb,,110,0.607,1.07,us,usb000s3wt,2014-08-19T05:09:38.419Z,"26km S of Little Sitkin Island, Alaska",earthquake
2014-08-18T18:54:57.240Z,32.6302,47.6378,10,4.5,mb,,121,10.063,0.64,us,usb000s3tw,2014-08-21T17:07:21.640Z,"35km ESE of Dehloran, Iran",earthquake
2014-08-18T18:08:23.600Z,32.5748,47.6807,10,6,mww,,29,6.854,0.65,us,usb000s3t7,2014-09-04T15:53:27.000Z,"40km ESE of Dehloran, Iran",earthquake
2014-08-18T17:40:28.420Z,32.5253,47.6133,10,4.6,mb,,123,6.866,0.69,us,usb000s3su,2014-08-21T19:26:44.856Z,"37km ESE of Dehloran, Iran",earthquake
2014-08-18T15:53:20.630Z,5.6928,123.953,519.05,4.6,mb,,99,5.454,0.61,us,usb000s3rq,2014-08-18T23:56:16.803Z,"62km SSW of Palimbang, Philippines",earthquake
2014-08-18T15:40:44.530Z,-55.3903,-28.016,17.02,5.1,mb,,33,5.021,0.56,us,usb000s3rl,2014-08-18T23:43:21.926Z,"154km NNW of Visokoi Island, ",earthquake
2014-08-18T15:10:47.630Z,-32.2641,-69.2681,97.99,4.6,mb,,66,1.192,0.91,us,usb000s3rb,2014-08-18T23:13:27.198Z,"80km NNW of Mendoza, Argentina",earthquake
2014-08-18T11:51:34.290Z,32.7054,47.5471,10,5.8,mb,,43,9.271,0.99,us,usb000s3qn,2014-09-04T15:53:25.000Z,"26km E of Dehloran, Iran",earthquake
2014-08-18T11:23:03.210Z,32.6451,47.6183,10,5.2,mb,,47,9.347,1.14,us,usb000s3qj,2014-08-18T19:25:42.849Z,"33km E of Dehloran, Iran",earthquake
2014-08-18T08:05:26.120Z,32.6838,47.6078,10,4.9,mb,,65,9.315,1.01,us,usb000s3q1,2014-08-18T08:24:41.715Z,"31km E of Dehloran, Iran",earthquake
2014-08-18T05:25:50.800Z,32.6525,47.753,10,5.6,mwb,,40,9.374,1.25,us,usb000s3ph,2014-09-04T15:53:24.000Z,"45km E of Dehloran, Iran",earthquake
2014-08-18T04:39:30.270Z,32.5405,47.7173,10,4.7,mb,,65,9.473,0.97,us,usb000s3pb,2014-08-18T12:42:01.236Z,"45km ESE of Dehloran, Iran",earthquake
2014-08-18T04:20:41.230Z,32.6959,47.6259,10,4.9,mb,,47,9.302,1.24,us,usb000s3p9,2014-08-18T12:23:12.994Z,"33km E of Dehloran, Iran",earthquake
2014-08-18T03:11:30.600Z,32.6895,47.5369,10,4.5,mb,,63,9.283,1.03,us,usb000s3nx,2014-08-18T11:14:01.642Z,"25km E of Dehloran, Iran",earthquake
2014-08-18T03:01:33.940Z,32.6329,47.4862,10,4.7,mb,,51,9.322,1.07,us,usb000s3nu,2014-08-18T11:04:20.028Z,"21km ESE of Dehloran, Iran",earthquake
2014-08-18T02:32:05.260Z,32.7392,47.6696,10,6.2,mwp,,40,9.273,1.11,us,usb000s3np,2014-09-04T15:53:22.000Z,"36km SE of Abdanan, Iran",earthquake
2014-08-17T20:15:14.670Z,-9.6708,112.5693,51.91,4.6,mb,,144,1.966,1.13,us,usb000s3lx,2014-08-18T04:17:52.262Z,"141km S of Krajan Tambakrejo, Indonesia",earthquake
2014-08-17T18:15:55.100Z,36.8274,142.423,24.13,4.8,mb,,81,3.399,0.98,us,usb000s3l1,2014-08-18T02:18:36.048Z,"139km E of Iwaki, Japan",earthquake
2014-08-17T16:04:48.690Z,-20.7774,68.4277,10,5.2,mb,,67,11.861,0.63,us,usb000s3ki,2014-08-18T00:07:14.624Z,"Mid-Indian Ridge",earthquake
2014-08-17T14:47:19.510Z,32.6591,47.7148,10,5,mb,,50,9.36,0.82,us,usb000s3k2,2014-08-17T22:49:51.865Z,"42km E of Dehloran, Iran",earthquake
2014-08-17T11:24:16.910Z,32.673,47.7863,10,4.8,mb,,122,9.361,1.32,us,usb000s3js,2014-08-17T19:27:11.839Z,"48km E of Dehloran, Iran",earthquake
2014-08-17T09:11:45.600Z,28.151,103.7028,10,4.7,mb,,47,6.798,1.47,us,usb000s3jp,2014-08-17T14:05:02.106Z,"13km ESE of Xiluodu, China",earthquake
2014-08-17T07:56:34.920Z,-7.446,146.2188,47.59,4.7,mb,,80,6.74,0.59,us,usb000s3jh,2014-08-17T15:59:17.841Z,"54km WSW of Bulolo, Papua New Guinea",earthquake
